age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
54,self-employed,married,secondary,no,745,no,yes,cellular,25,aug,110,6,-1,0,unknown,no
39,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40,15,-1,0,unknown,no
56,management,single,tertiary,no,3694,no,no,cellular,25,aug,57,4,-1,0,unknown,no
45,self-employed,married,secondary,no,-124,no,no,cellular,25,aug,343,4,-1,0,unknown,no
49,housemaid,married,secondary,no,905,no,no,cellular,25,aug,102,4,-1,0,unknown,no
59,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,1152,6,-1,0,unknown,yes
33,technician,married,secondary,no,0,no,no,cellular,25,aug,72,2,-1,0,unknown,no
36,technician,single,secondary,no,351,no,no,cellular,25,aug,88,3,-1,0,unknown,no
33,technician,married,secondary,no,430,no,no,cellular,25,aug,250,2,-1,0,unknown,no
36,management,divorced,tertiary,no,2397,no,no,cellular,25,aug,93,9,-1,0,unknown,no
35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
54,blue-collar,married,secondary,no,983,no,no,cellular,25,aug,54,6,-1,0,unknown,no
33,technician,single,tertiary,no,49,no,no,cellular,25,aug,476,3,-1,0,unknown,no
45,admin.,married,secondary,no,356,no,no,cellular,25,aug,42,6,-1,0,unknown,no
53,services,married,secondary,no,1461,no,no,cellular,25,aug,262,6,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,25,aug,9,12,-1,0,unknown,no
46,technician,married,secondary,no,518,no,no,cellular,25,aug,68,6,-1,0,unknown,no
34,management,married,tertiary,no,8,no,no,cellular,25,aug,169,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,1272,no,no,cellular,25,aug,164,4,-1,0,unknown,no
34,housemaid,single,tertiary,no,43,no,no,cellular,25,aug,198,8,-1,0,unknown,no
47,blue-collar,married,primary,no,85,no,no,cellular,25,aug,454,4,-1,0,unknown,no
50,management,married,tertiary,no,1396,no,no,cellular,25,aug,731,6,-1,0,unknown,yes
34,management,married,secondary,no,15,no,no,cellular,25,aug,184,7,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,25,aug,101,6,-1,0,unknown,no
38,management,divorced,tertiary,no,162,no,no,cellular,25,aug,323,4,-1,0,unknown,no
47,technician,divorced,secondary,no,157,yes,no,cellular,25,aug,163,8,-1,0,unknown,no
32,technician,single,secondary,no,309,yes,yes,cellular,25,aug,99,3,-1,0,unknown,no
53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,3,-1,0,unknown,yes
42,technician,married,secondary,no,827,no,no,cellular,25,aug,153,3,-1,0,unknown,no
32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,unknown,yes
33,management,married,tertiary,no,130,no,no,cellular,25,aug,121,8,-1,0,unknown,no
44,management,married,tertiary,no,792,no,no,cellular,25,aug,630,7,-1,0,unknown,yes
31,management,married,tertiary,no,29230,no,no,cellular,25,aug,50,9,-1,0,unknown,no
31,technician,single,tertiary,no,1051,no,no,cellular,25,aug,106,4,-1,0,unknown,no
32,technician,single,secondary,no,230,yes,no,cellular,25,aug,256,8,-1,0,unknown,no
59,management,divorced,tertiary,no,6144,yes,no,cellular,25,aug,56,5,-1,0,unknown,no
41,technician,married,tertiary,no,63,no,no,cellular,25,aug,36,3,-1,0,unknown,no
45,services,married,secondary,no,222,no,no,cellular,25,aug,119,11,-1,0,unknown,no
32,management,married,tertiary,no,1900,no,no,cellular,25,aug,121,16,-1,0,unknown,no
38,technician,married,secondary,no,0,no,no,cellular,25,aug,431,5,-1,0,unknown,no
30,management,single,tertiary,no,0,no,no,cellular,25,aug,144,18,-1,0,unknown,no
34,technician,married,secondary,no,354,no,no,cellular,25,aug,358,3,-1,0,unknown,no
54,management,married,tertiary,no,1331,no,no,cellular,25,aug,240,9,-1,0,unknown,no
38,technician,single,secondary,no,46,no,no,cellular,25,aug,90,2,-1,0,unknown,no
51,management,married,tertiary,no,9864,no,no,cellular,26,aug,69,4,-1,0,unknown,no
57,technician,divorced,tertiary,no,437,no,no,cellular,26,aug,435,5,-1,0,unknown,no
32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,unknown,yes
54,blue-collar,married,primary,no,7073,no,no,cellular,26,aug,479,6,-1,0,unknown,no
47,admin.,married,secondary,no,175,yes,no,cellular,26,aug,102,7,-1,0,unknown,no
37,technician,married,secondary,no,1578,no,yes,cellular,26,aug,85,6,-1,0,unknown,no
34,management,single,tertiary,no,250,no,no,cellular,26,aug,64,2,-1,0,unknown,no
56,housemaid,married,primary,no,0,no,no,cellular,26,aug,102,2,-1,0,unknown,no
33,technician,single,secondary,no,121,no,no,cellular,26,aug,210,6,-1,0,unknown,no
54,management,married,tertiary,no,0,no,no,cellular,26,aug,748,3,-1,0,unknown,no
38,technician,married,secondary,no,0,no,no,cellular,26,aug,65,4,-1,0,unknown,no
36,technician,single,tertiary,no,4644,no,no,cellular,26,aug,29,12,-1,0,unknown,no
45,management,divorced,tertiary,no,0,no,no,cellular,26,aug,392,2,-1,0,unknown,no
31,technician,single,tertiary,no,17,no,no,cellular,26,aug,239,2,-1,0,unknown,no
35,technician,married,tertiary,no,188,no,no,cellular,26,aug,286,2,-1,0,unknown,no
44,management,married,tertiary,no,1752,no,no,cellular,26,aug,312,2,-1,0,unknown,no
55,retired,married,secondary,no,273,no,no,cellular,26,aug,417,2,-1,0,unknown,no
36,management,married,tertiary,no,1313,no,no,cellular,26,aug,80,6,-1,0,unknown,no
49,blue-collar,married,secondary,no,1219,yes,no,cellular,26,aug,168,5,-1,0,unknown,no
41,management,married,tertiary,no,725,no,no,cellular,26,aug,460,10,-1,0,unknown,no
49,services,married,secondary,no,0,no,no,cellular,26,aug,189,4,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,cellular,26,aug,97,3,-1,0,unknown,no
60,blue-collar,married,primary,no,11,no,no,telephone,26,aug,15,10,-1,0,unknown,no
59,technician,divorced,secondary,no,2,no,no,cellular,26,aug,164,2,-1,0,unknown,no
42,management,single,tertiary,no,145,no,no,cellular,26,aug,174,2,-1,0,unknown,no
47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,71,4,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,cellular,26,aug,22,38,-1,0,unknown,no
48,management,married,tertiary,no,4852,no,no,cellular,26,aug,41,11,-1,0,unknown,no
35,management,married,tertiary,no,841,no,no,cellular,26,aug,301,6,-1,0,unknown,no
52,management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes
35,technician,single,secondary,no,79,yes,no,cellular,26,aug,12,16,-1,0,unknown,no
32,management,single,tertiary,yes,5,yes,no,cellular,26,aug,520,4,-1,0,unknown,no
43,technician,married,secondary,no,10,no,no,cellular,26,aug,301,16,-1,0,unknown,no
30,technician,single,secondary,no,7,no,no,cellular,26,aug,75,4,-1,0,unknown,no
37,management,married,tertiary,no,725,no,no,cellular,26,aug,162,13,-1,0,unknown,no
34,management,single,tertiary,no,4687,no,no,cellular,26,aug,10,19,-1,0,unknown,no
34,management,married,tertiary,no,297,yes,no,cellular,26,aug,63,4,-1,0,unknown,no
36,entrepreneur,divorced,tertiary,no,219,no,no,cellular,26,aug,358,4,-1,0,unknown,no
44,management,married,tertiary,no,0,no,no,cellular,26,aug,130,4,-1,0,unknown,no
39,technician,single,secondary,no,69,no,no,cellular,26,aug,183,3,-1,0,unknown,no
37,technician,single,secondary,no,-274,yes,no,cellular,26,aug,218,5,-1,0,unknown,no
35,technician,single,secondary,no,915,no,yes,cellular,26,aug,89,3,-1,0,unknown,no
52,blue-collar,married,primary,no,382,no,yes,cellular,26,aug,98,7,-1,0,unknown,no
52,admin.,divorced,unknown,no,0,no,no,cellular,26,aug,168,4,-1,0,unknown,no
30,management,single,tertiary,no,796,no,yes,cellular,26,aug,366,13,-1,0,unknown,no
36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,109,14,-1,0,unknown,no
40,technician,divorced,secondary,no,6,no,no,cellular,27,aug,26,16,-1,0,unknown,no
45,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,58,4,-1,0,unknown,no
34,management,single,tertiary,no,1612,no,no,cellular,27,aug,108,22,-1,0,unknown,no
31,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,581,6,-1,0,unknown,yes
37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,-1,0,unknown,yes
53,management,married,tertiary,no,2094,no,yes,cellular,27,aug,95,6,-1,0,unknown,no
54,management,married,tertiary,no,656,yes,yes,cellular,27,aug,105,6,-1,0,unknown,no
30,management,single,tertiary,no,60,no,no,cellular,27,aug,87,3,-1,0,unknown,no
37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155,15,-1,0,unknown,no
35,technician,divorced,secondary,no,1085,no,no,cellular,27,aug,130,10,-1,0,unknown,no
41,management,married,tertiary,no,6563,no,no,cellular,27,aug,136,8,-1,0,unknown,no
38,technician,married,tertiary,no,51,no,no,telephone,27,aug,39,9,-1,0,unknown,no
51,technician,married,tertiary,no,1121,no,no,cellular,27,aug,68,4,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,no,cellular,27,aug,76,11,-1,0,unknown,no
44,management,married,tertiary,no,-84,yes,no,cellular,27,aug,159,6,-1,0,unknown,no
48,technician,married,secondary,no,98,no,no,cellular,27,aug,146,4,-1,0,unknown,no
35,technician,married,tertiary,no,25,no,no,cellular,27,aug,219,2,-1,0,unknown,no
48,management,married,tertiary,no,6748,no,no,cellular,27,aug,162,3,-1,0,unknown,no
56,self-employed,married,tertiary,no,719,no,no,cellular,27,aug,236,2,-1,0,unknown,no
36,technician,married,secondary,no,30,no,no,cellular,27,aug,111,2,-1,0,unknown,no
38,management,married,tertiary,no,3228,no,no,cellular,27,aug,123,8,-1,0,unknown,no
32,management,married,tertiary,no,2204,no,no,cellular,27,aug,123,4,-1,0,unknown,no
53,unemployed,married,primary,no,49,no,no,cellular,27,aug,254,8,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,27,aug,121,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,297,no,yes,telephone,27,aug,220,16,-1,0,unknown,no
48,technician,divorced,tertiary,no,2328,no,no,cellular,27,aug,129,7,-1,0,unknown,no
33,technician,single,secondary,yes,-173,no,no,cellular,27,aug,342,4,-1,0,unknown,no
60,technician,married,tertiary,no,91,no,no,cellular,27,aug,105,4,-1,0,unknown,no
46,technician,married,unknown,no,312,no,no,cellular,27,aug,129,4,-1,0,unknown,no
42,technician,married,secondary,no,314,no,no,cellular,27,aug,11,22,-1,0,unknown,no
54,blue-collar,married,primary,no,946,no,no,cellular,27,aug,116,9,-1,0,unknown,no
52,technician,married,secondary,no,470,no,no,cellular,27,aug,60,8,-1,0,unknown,no
34,technician,married,secondary,no,1057,no,yes,cellular,27,aug,176,10,-1,0,unknown,no
45,technician,married,secondary,no,34,no,no,telephone,27,aug,96,7,-1,0,unknown,no
43,technician,married,secondary,no,-705,yes,no,cellular,27,aug,125,6,-1,0,unknown,no
31,self-employed,single,tertiary,no,1788,no,no,cellular,27,aug,212,15,-1,0,unknown,no
58,retired,married,unknown,no,911,no,no,cellular,27,aug,178,4,-1,0,unknown,no
42,technician,married,secondary,no,9324,no,no,cellular,27,aug,67,4,-1,0,unknown,no
38,management,single,tertiary,no,194,no,no,cellular,27,aug,561,2,-1,0,unknown,no
46,self-employed,married,primary,no,49,no,no,cellular,27,aug,197,6,-1,0,unknown,no
34,management,married,tertiary,no,255,no,no,cellular,27,aug,78,9,-1,0,unknown,no
32,management,divorced,tertiary,no,4393,no,no,cellular,27,aug,88,3,-1,0,unknown,no
32,technician,single,secondary,no,1165,no,no,cellular,27,aug,19,23,-1,0,unknown,no
42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,111,5,-1,0,unknown,no
30,management,married,tertiary,no,0,yes,no,cellular,27,aug,453,4,-1,0,unknown,no
54,management,divorced,tertiary,no,124,no,no,cellular,27,aug,119,11,-1,0,unknown,no
56,management,divorced,tertiary,no,321,no,no,cellular,27,aug,49,4,-1,0,unknown,no
46,admin.,married,secondary,no,68,yes,no,cellular,27,aug,267,3,-1,0,unknown,no
53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
40,management,single,tertiary,no,27,no,no,cellular,27,aug,165,6,-1,0,unknown,no
39,management,single,secondary,no,113,yes,no,telephone,27,aug,23,9,-1,0,unknown,no
48,management,married,tertiary,no,0,no,no,cellular,27,aug,203,7,-1,0,unknown,no
40,technician,married,secondary,yes,4,no,no,cellular,27,aug,145,3,-1,0,unknown,no
47,blue-collar,married,tertiary,no,1707,no,no,cellular,27,aug,71,7,-1,0,unknown,no
39,management,married,secondary,no,0,yes,no,cellular,27,aug,63,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,534,no,no,cellular,27,aug,104,6,-1,0,unknown,no
47,technician,married,secondary,no,65,no,no,cellular,28,aug,118,8,-1,0,unknown,no
32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77,4,-1,0,unknown,no
30,management,married,tertiary,no,549,no,no,cellular,28,aug,59,8,-1,0,unknown,no
30,technician,single,secondary,no,0,no,no,cellular,28,aug,102,10,-1,0,unknown,no
32,management,single,tertiary,no,1134,no,no,cellular,28,aug,85,4,-1,0,unknown,no
41,technician,single,secondary,no,294,yes,no,cellular,28,aug,150,14,-1,0,unknown,no
34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,-1,0,unknown,yes
43,management,single,secondary,no,465,no,no,cellular,28,aug,78,12,-1,0,unknown,no
36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,-1,0,unknown,yes
55,technician,married,secondary,no,3207,no,no,cellular,28,aug,85,12,-1,0,unknown,no
40,technician,single,secondary,no,872,yes,no,cellular,28,aug,71,4,-1,0,unknown,no
33,technician,married,secondary,no,264,no,no,cellular,28,aug,180,4,-1,0,unknown,no
57,management,married,tertiary,no,561,no,no,cellular,28,aug,54,8,-1,0,unknown,no
34,management,married,tertiary,no,3486,no,no,cellular,28,aug,23,10,-1,0,unknown,no
40,technician,married,secondary,no,170,no,no,cellular,28,aug,12,24,-1,0,unknown,no
30,technician,single,secondary,no,1052,no,no,cellular,28,aug,147,2,-1,0,unknown,no
34,technician,single,tertiary,yes,-6,no,no,cellular,28,aug,79,8,-1,0,unknown,no
42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no
42,management,single,tertiary,no,1608,no,no,cellular,28,aug,13,21,-1,0,unknown,no
42,management,married,tertiary,no,-671,no,no,cellular,28,aug,80,2,-1,0,unknown,no
50,blue-collar,married,primary,no,403,no,no,cellular,28,aug,119,6,-1,0,unknown,no
44,technician,divorced,secondary,no,2179,no,no,cellular,28,aug,180,10,-1,0,unknown,no
43,technician,married,tertiary,no,80,no,no,cellular,28,aug,9,32,-1,0,unknown,no
37,management,married,tertiary,no,6743,no,no,cellular,28,aug,13,13,-1,0,unknown,no
41,technician,married,secondary,no,1946,no,no,cellular,28,aug,327,9,-1,0,unknown,no
59,retired,married,secondary,no,0,no,no,cellular,28,aug,359,7,-1,0,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,28,aug,84,15,-1,0,unknown,no
44,technician,married,secondary,no,65,no,no,telephone,28,aug,53,11,-1,0,unknown,no
53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,-1,0,unknown,yes
33,management,married,tertiary,no,6174,no,no,cellular,28,aug,19,14,-1,0,unknown,no
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no
54,management,divorced,tertiary,no,0,no,no,cellular,28,aug,276,6,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,28,aug,18,15,-1,0,unknown,no
31,management,single,tertiary,no,35,no,no,cellular,28,aug,27,16,-1,0,unknown,no
56,retired,married,secondary,no,1333,no,no,cellular,28,aug,17,14,-1,0,unknown,no
33,technician,single,secondary,no,111,no,no,cellular,28,aug,7,23,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,28,aug,13,17,-1,0,unknown,no
60,self-employed,married,secondary,no,1690,no,no,cellular,28,aug,64,11,-1,0,unknown,no
53,blue-collar,married,secondary,no,65,no,no,cellular,28,aug,25,18,-1,0,unknown,no
34,technician,married,secondary,no,-173,no,no,cellular,28,aug,85,2,-1,0,unknown,no
45,blue-collar,married,primary,no,377,no,no,cellular,28,aug,26,23,-1,0,unknown,no
33,management,single,tertiary,no,1530,no,no,cellular,28,aug,88,25,-1,0,unknown,no
39,technician,married,tertiary,no,0,no,no,cellular,28,aug,13,17,-1,0,unknown,no
52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,unknown,no
30,technician,married,tertiary,no,0,no,no,cellular,28,aug,140,9,-1,0,unknown,no
31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,-1,0,unknown,no
32,technician,single,tertiary,no,723,no,no,cellular,28,aug,68,27,-1,0,unknown,no
38,management,married,tertiary,no,0,no,no,cellular,28,aug,77,18,-1,0,unknown,no
40,management,married,tertiary,no,558,no,no,cellular,28,aug,50,5,-1,0,unknown,no
45,technician,married,secondary,no,77,no,no,cellular,28,aug,90,1,-1,0,unknown,no
35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,46,2,-1,0,unknown,no
38,management,single,tertiary,no,0,no,no,cellular,28,aug,59,12,-1,0,unknown,no
34,management,married,tertiary,no,2032,no,no,cellular,28,aug,103,12,-1,0,unknown,no
32,management,single,tertiary,no,813,no,no,cellular,28,aug,114,7,-1,0,unknown,no
60,retired,married,secondary,no,4,no,no,cellular,28,aug,602,3,-1,0,unknown,no
33,technician,single,tertiary,no,34,no,no,cellular,28,aug,13,30,-1,0,unknown,no
44,management,married,tertiary,no,278,no,no,cellular,28,aug,95,4,-1,0,unknown,no
30,technician,single,secondary,no,3,no,no,cellular,28,aug,21,6,-1,0,unknown,no
43,management,single,tertiary,no,1077,no,yes,telephone,28,aug,48,3,-1,0,unknown,no
42,technician,married,secondary,no,3501,no,no,cellular,28,aug,23,22,-1,0,unknown,no
34,management,single,tertiary,no,-64,yes,yes,cellular,28,aug,693,7,-1,0,unknown,no
35,technician,married,secondary,no,433,no,no,cellular,28,aug,14,16,-1,0,unknown,no
43,management,single,tertiary,no,946,no,no,telephone,28,aug,40,1,-1,0,unknown,no
41,technician,divorced,secondary,no,195,no,no,cellular,28,aug,260,1,-1,0,unknown,no
48,blue-collar,married,primary,no,266,no,no,telephone,28,aug,58,5,-1,0,unknown,no
60,technician,divorced,secondary,no,-50,no,no,cellular,28,aug,433,12,-1,0,unknown,no
36,technician,single,secondary,no,34,no,yes,cellular,28,aug,247,1,-1,0,unknown,no
55,technician,married,secondary,no,55,no,yes,cellular,28,aug,19,17,-1,0,unknown,no
32,technician,married,secondary,no,963,no,no,cellular,28,aug,15,13,-1,0,unknown,no
35,technician,married,tertiary,no,358,no,no,cellular,29,aug,92,9,-1,0,unknown,no
33,technician,married,secondary,no,79,no,no,cellular,29,aug,144,3,-1,0,unknown,no
36,technician,single,secondary,no,0,no,no,cellular,29,aug,85,6,-1,0,unknown,no
45,self-employed,married,primary,no,373,no,no,cellular,29,aug,82,11,-1,0,unknown,no
33,services,married,secondary,no,28,no,no,cellular,29,aug,73,2,-1,0,unknown,no
37,technician,married,tertiary,no,1561,no,no,cellular,29,aug,88,7,-1,0,unknown,no
47,technician,divorced,tertiary,no,8,no,no,cellular,29,aug,62,2,-1,0,unknown,no
45,management,married,tertiary,no,1186,no,no,cellular,29,aug,25,7,-1,0,unknown,no
35,technician,married,tertiary,no,393,no,no,cellular,29,aug,150,2,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,29,aug,63,2,-1,0,unknown,no
39,management,single,tertiary,no,109,no,no,cellular,29,aug,159,2,-1,0,unknown,no
49,management,single,secondary,no,0,no,no,cellular,29,aug,121,2,-1,0,unknown,no
56,management,married,tertiary,no,67,no,yes,cellular,29,aug,88,2,-1,0,unknown,no
32,technician,single,secondary,no,284,no,no,cellular,29,aug,161,2,-1,0,unknown,no
33,management,married,tertiary,no,310,no,no,cellular,29,aug,179,2,-1,0,unknown,no
32,management,single,tertiary,no,769,no,no,cellular,29,aug,695,2,-1,0,unknown,yes
36,management,married,tertiary,no,4,yes,no,cellular,29,aug,159,2,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,29,aug,35,14,-1,0,unknown,no
35,management,married,tertiary,no,171,no,no,cellular,29,aug,204,2,-1,0,unknown,no
33,technician,married,tertiary,no,503,no,no,cellular,29,aug,91,2,-1,0,unknown,no
41,management,single,tertiary,no,2408,no,no,cellular,29,aug,122,2,-1,0,unknown,no
34,technician,divorced,secondary,no,7,yes,yes,cellular,29,aug,273,2,-1,0,unknown,no
32,management,married,tertiary,no,500,no,yes,cellular,29,aug,107,2,-1,0,unknown,no
31,technician,divorced,secondary,no,0,no,no,cellular,29,aug,256,2,-1,0,unknown,no
40,self-employed,single,tertiary,no,41,no,no,telephone,29,aug,104,2,-1,0,unknown,no
46,blue-collar,married,primary,no,201,no,no,cellular,29,aug,163,6,-1,0,unknown,no
46,management,divorced,tertiary,no,0,no,yes,cellular,29,aug,38,6,-1,0,unknown,no
32,management,single,tertiary,no,258,yes,no,cellular,29,aug,131,4,-1,0,unknown,no
54,services,married,unknown,no,324,no,no,cellular,29,aug,124,11,-1,0,unknown,no
36,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,unknown,no
41,technician,married,secondary,no,593,no,no,cellular,29,aug,95,6,-1,0,unknown,no
35,management,divorced,secondary,no,910,no,no,cellular,29,aug,77,14,-1,0,unknown,no
31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
52,technician,divorced,secondary,no,0,no,no,cellular,29,aug,39,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1903,no,no,cellular,29,aug,21,6,-1,0,unknown,no
38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,no
58,retired,married,primary,no,69,no,no,cellular,29,aug,76,8,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,29,aug,157,2,-1,0,unknown,no
32,technician,single,secondary,no,224,no,no,cellular,29,aug,451,4,-1,0,unknown,no
30,technician,single,secondary,no,124,no,no,cellular,29,aug,60,4,-1,0,unknown,no
33,technician,married,secondary,no,23,no,no,cellular,29,aug,53,4,-1,0,unknown,no
39,technician,divorced,secondary,no,0,no,no,cellular,29,aug,35,6,-1,0,unknown,no
53,unemployed,married,tertiary,no,240,no,no,cellular,29,aug,106,3,-1,0,unknown,no
51,blue-collar,married,primary,no,-27,no,no,telephone,29,aug,158,4,-1,0,unknown,no
37,housemaid,married,primary,no,0,no,no,cellular,29,aug,17,12,-1,0,unknown,no
47,admin.,married,secondary,no,84,no,no,telephone,29,aug,367,3,-1,0,unknown,no
33,management,married,tertiary,no,32,no,no,cellular,29,aug,27,7,-1,0,unknown,no
51,blue-collar,married,secondary,no,4695,no,no,cellular,29,aug,8,10,-1,0,unknown,no
46,management,married,tertiary,no,212,yes,no,cellular,29,aug,515,3,-1,0,unknown,no
49,management,married,tertiary,no,0,no,no,telephone,17,oct,223,1,-1,0,unknown,yes
33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,yes
42,admin.,single,secondary,no,164,yes,yes,unknown,22,oct,80,1,-1,0,unknown,no
36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
57,technician,married,secondary,no,7554,no,no,telephone,28,oct,141,1,-1,0,unknown,yes
38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,-1,0,unknown,yes
43,management,married,secondary,no,107,yes,yes,telephone,28,oct,135,1,-1,0,unknown,yes
39,blue-collar,single,unknown,no,3912,yes,no,telephone,29,oct,223,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,-1,0,unknown,yes
26,technician,single,tertiary,no,172,no,yes,telephone,4,nov,21,1,140,4,other,no
34,entrepreneur,married,tertiary,no,0,yes,no,telephone,4,nov,217,1,-1,0,unknown,no
34,management,married,tertiary,no,8,yes,no,telephone,5,nov,6,1,-1,0,unknown,no
48,management,divorced,tertiary,no,15,no,no,unknown,6,nov,88,1,-1,0,unknown,no
34,management,married,tertiary,no,1770,yes,no,unknown,6,nov,26,1,101,11,other,no
33,management,single,tertiary,no,1956,no,no,telephone,8,nov,76,1,-1,0,unknown,no
23,admin.,single,secondary,no,40,no,no,telephone,10,nov,1239,1,-1,0,unknown,no
38,management,single,tertiary,no,6490,no,no,telephone,10,nov,125,1,-1,0,unknown,no
48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,yes
31,entrepreneur,single,secondary,no,0,no,no,telephone,13,nov,160,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes
54,admin.,married,secondary,no,4028,yes,no,cellular,17,nov,146,1,-1,0,unknown,no
47,technician,married,tertiary,no,0,no,no,cellular,17,nov,120,1,-1,0,unknown,no
56,management,married,tertiary,no,5282,no,no,cellular,17,nov,113,1,-1,0,unknown,no
45,technician,married,secondary,no,1,yes,no,cellular,17,nov,433,1,-1,0,unknown,no
54,technician,married,secondary,no,465,yes,yes,cellular,17,nov,92,1,-1,0,unknown,no
57,housemaid,married,secondary,no,0,no,no,cellular,17,nov,56,1,-1,0,unknown,no
48,technician,married,primary,no,4656,no,no,cellular,17,nov,44,1,-1,0,unknown,no
39,blue-collar,married,primary,no,108,no,no,cellular,17,nov,265,1,-1,0,unknown,no
48,technician,married,secondary,no,17,yes,yes,cellular,17,nov,81,1,-1,0,unknown,no
37,management,married,secondary,no,5447,yes,yes,cellular,17,nov,1789,1,-1,0,unknown,yes
44,technician,divorced,secondary,no,275,no,no,cellular,17,nov,1077,1,-1,0,unknown,yes
43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,-1,0,unknown,yes
30,management,married,tertiary,no,5381,no,no,cellular,17,nov,375,1,-1,0,unknown,no
33,admin.,married,secondary,no,0,yes,no,cellular,17,nov,78,1,-1,0,unknown,no
59,technician,single,secondary,no,6284,yes,no,cellular,17,nov,41,1,-1,0,unknown,no
51,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown,no
50,management,married,secondary,no,633,no,yes,telephone,17,nov,302,1,111,6,failure,no
38,entrepreneur,married,secondary,no,0,yes,yes,cellular,17,nov,258,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,4403,yes,yes,unknown,17,nov,81,1,-1,0,unknown,no
42,technician,married,secondary,no,69,yes,yes,cellular,17,nov,55,1,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,209,no,no,cellular,17,nov,130,1,111,2,failure,no
54,blue-collar,married,primary,no,209,no,yes,unknown,17,nov,206,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,0,no,no,telephone,17,nov,483,1,-1,0,unknown,no
45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no
46,blue-collar,married,secondary,no,2348,no,no,cellular,17,nov,182,1,-1,0,unknown,no
54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
56,retired,married,secondary,no,450,no,no,telephone,17,nov,16,1,-1,0,unknown,no
45,technician,divorced,secondary,no,30,yes,yes,cellular,17,nov,88,1,-1,0,unknown,no
